text,inappropriate
"@user Isso.  Me engana que eu gosto. Enquanto v. Exa mente, na primeira metade do ano, o lucro líquido do Bradesco foi de R$ 12,700 bilhões, elevação de 23,7% em relação ao mesmo período do ano passado, de R$ 10,263 bilhões.  Um pouco maus que seus três concorrentes...",0
nao faço nada no jiesd e ainda me machuco kkkkk pau no meu cu,1
"@user nao passa de um vagabundo,  filadaputa  covarde.",1
rt @user não é só o seu sorriso. tudo em você é lindo.,0
"aí acho que o lance do gato vai rolar, puta que pariu",1
@user pelo menos comeu. eu até agora nada de nada,0
"AJUDE PELO MENOS COM RT

a Luna tem microcefalia e paralisia cerebral, precisa de remédios, sua família passa muita dificuldade

o pai @user veio me pedir ajuda, eu verifiquei que é real, quem puder ajude  

vaquinha https://t.co/droqse3d8E

mais info https://t.co/A6NTSiC7ta https://t.co/jWWgxiJqip",0
@user to fudido,1
"poste uma foto de vc e 3 bias seus e deixe seus mutuals decidirem com quem eles shippam mais vc

to com vergonha mas nao deixem flopar 😔😭🥺😔😳🤪😻😎😙😜😌🤣✈️😜😜🤣😻🤢🧐🤪😙😔😳😔🍉😭🥺😳🤢🤪❣️👉🏼✈️🤪 https://t.co/Oeizj9x2Ar",0
rt @user não é possivel q vcs não saibam quebrar um ovo e precisa disso tudo https://t.co/hawd1qz3x0,0
"eu: passando mal

alguem: vai no hospital

eu: já to melhor 🤫😅😅",0
@user tá porra?!?!,1
"meu filho vem primeiro, ele é minha prioridade!",0
o mundo olha pra mim e pensa: hm ta quietinha demais ne vou fuder vc,0
vou pedir pro meu pai comprar ingresso pro jogo contra o bahia,0
"quando as barmy começam a cantar as músicas num coreano embolado e o bts acha lindo, sensacional, perfeito, brasileiras fluentes em coreano

 https://t.co/wEwnEiLse5",0
esses juvena e tenso,0
"Lembram no rookie king quando o hoseok tinha que punir o yoongi, e o hos levou ele para atrás do biombo??? KKKKKKKKKK   https://t.co/mendvnQGCI",0
rt @user esqueci que não pode xingar https://t.co/j8iqgd0nbm,0
vou parar de fumar fodasi,1
doida p pegar uma praia de novo,0
"@user olha só eu tava ardendo em febre ontem, MAS EU TÔ VIVINHA e vim te desejar parabénxxx! Muita muita saúde, luz, amor! Vou te adotar e te chamar de paozim de mel. Ah, tu é a cara do meu namorado viu. E ru me inspira a escrever e os caracteres tao acab",0
qnd eu vou p vsl kkkk @user @user,0
"Criei uma conta/loja no Enjoei pra tentar vender os mangás que quero me desfazer, tá aqui o link se alguém tiver interesse: https://t.co/M2mrzC51uf tenho coleções completas e alguns mangás avulsos à venda.",0
rt @user escutando antes que vire modinha 🙄 https://t.co/jxjil8un6x,0
rt @user eu n esperava nada desse show mas pqp pq tão perfeitos😻,1
só vdds,0
meu melhor amigo gente só meu ninguém rouba ele de mim,0
@user operação lava jato faz operação para proteger operação lava jato,0
"@user parabens, vc é a milésima pessoa a fazer essa piada hoje !!!!",0
"fazer o que precisa ser feito, em silêncio.",0
rt @user mais alguém fica vendo isso flutuando no olho do nada ou sou só eu https://t.co/ii4cqaxkb0,0
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK FICOU FUDIDO https://t.co/J32Uy4XR2o,1
"as coisas que eu posto sempre é motivo de surtaçao, porém eu não tô nem aí agora msm que eu irei dá motivo p ser fdp👍🏻 kkkkkkkkkkkk",1
@user @user faz sentido pra caralho essa porra,1
o que dizer pra quem tem medo do hacker russo e entrega gratuitamente seus dados para o google e o facebook?,0
"@user Wtfs kkaskk Parente da Norf porque amigao, é so porque meu filho é um psicopata que quando sente cheiro de sangue fica tao agrecivo que mata e destroi tudo no caminho so pra beber o sangue e sugar a vitalidade da vitima?",1
de mal com a vida????? vc tá em um avião caralho e os macho ficam berrando,1
tomo no cu kkkkkkkkkk bem feito,1
ariana grande mt maravilhosa caralho,1
tô até vendo que esse tempinho vai me foder.,1
se eu já fiz parte n me recordo peco q n mencionem finjam q eu morri,0
"@user @user As previsões de vcs estão iguais aos institutos de pesquisa que contratam.
O povo que tem um mínimo de noção política, sabe que, se Jair Bolsonaro não é o melhor para o Brasil, Ciro, Haddad e Marina são menos ainda. Aprendam a perder, #FicaaDica",0
rt @user meu namorado é lindo demais 😩😩😩😩😩😩😩😩😩😩,0
@user kkkkkkkkkkk pqp,1
@user melhor tuite do dia.😂,0
rt @user morreu antes de nascer https://t.co/i8cmwnh7r9,1
"Recebi um vídeo no Instagram de madrugada e rachei demais o bico, mano, queria pedir pra pessoa enviar o vídeo no cu, na moral, tive que mandar pro Felipe pra ver se era isso mesmo que eu estava vendo kkkkkkkkkk",1
"sem condições, verão está em outro nível pqp ngm merece passar frio",1
rt @user eu e a @user https://t.co/wjmazxjesk,0
"rt @user quero din, mano eu quero din",0
eu to chorando vei vsf e eu nem staneio izone nem nada https://t.co/rglb8luutw,1
minha tia falando uma putaria do caralho kkkkkkkkkkkkkkkkkk amo,1
braba 🔥,0
silêncio o namjoon sendo um gostoso do caralho ta passando na tml https://t.co/jlm50vubwy,1
rt @user vai responder as outras 75 conversas e para de cobrar atenção caralho https://t.co/g6qy9om78x,1
@user @user @user @user o surto do sulista kkkkkkkkkkk shoraste?,0
"rt @user tenho vergonha de conversar com pessoas que eu admiro. não sei puxar assunto, fico igual retardada. é isso.",1
"rt @user ""tinha tudo pra dar certo""

parabéns pra revista q consegue desagradar absolutamente todo mundo com apenas uma frase",0
@user @user prove sua inteligência: me diga onde foi que o socialismo e o comunismo deram certo? ...,0
"@user @user @user Fala um clube que corrompia tudo e todos, árbitros incluídos com putas, senhoras do sexo, isso mesmo... 😂😂😂",1
"O governo do presidente Jair Bolsonaro lançou o Pró-Infra, programa destinado a estimular o investimento privado em infraestrutura no #Brasil.

https://t.co/1GnChpepE8",0
"rt @user policial sendo aplaudido por matar bandido, esse é o brasil que eu quero! 
#stfvergonhanacional https://t.co/fduiwl3szj",1
"@user @user @user Aaaaaaaahahahahaahahahahahahahaha tá com medo, baranga?! Prepara que que vai dar polícia!!!! #CorreVerdevaldo",1
"sla mano, nem se o corinthians pudesse pagar 1 milhão deveria trazer... ele não vale esse salário todo mês não",0
"rt @user mãe é foda, sente logo as coisas .",1
meu irmão pra mim: irmã oque o boi apaixonado disse pra vaca??.. Ai eu: não sei oq??. - Te a-múuuuuuuuu... Kkkkkkkkkkkkkkk esse grt e demais 😂😂😂😂🙄,0
"@user @user @user @user Porra vcs ainda estão nessa, vai arrumar alguma coisa pra fazer. Parece 3 crianças discutindo tnc",1
@user eu só aprendi que cobre na tabela periódica é cu,0
"para existir amor
tem que ser sincero
ter que ter empatia
tem que ter responsabilidade
tem que ser uma linha tênue  
tem que ter dois querendo
tem que ser na mesma intensidade
tem que ser recíproco
tem que ter harmonia 
tem que ter paz
tem que se amar em primeiro lugar",0
@user tenho algo um pouco parecido quando eu pinto minhas unhas. o choque deles eh muito engraçado,0
fi eu sei que eu sou feia mas hj tô de parabéns .. piorou 3x,1
rt @user @user @user ser humano merece e morrer essas bando de vagabundo misericórdia oh raça que eu odeio,1
sulayma velha pq acharam q ela e mãe do vitor pqp 🤣🤣🤣🤣🤣,1
@user bandido dissimulado. esse sérgio moro é uma espécie de mal caráter com ditadura e pitadas de atraso.,1
"rt @user @user professora dayane, você que é a inspiração e a esperança do futuro da bahia. grande abraço",0
"amigo é uma coisa desgraçada mesmo né, tá aqui eu mandando print de uma foto que um cara que a Mari pegou tem 3 anos apareceu e ainda zoando ela",1
"mano minha irmã criou um grupo com minha mãe pra mandar só figurinha de rola cu e buceta.

ela saiu

ela ta no quarto putaça",1
alguém tem aquele vídeo de chansoo brincando com aquele negócio verde e o negócio verde vira um pau?,1
"Que puta orgulho o torcedor do Bahia deve ter desse clube. Eu, com o @user só posso me alegrar com as vitórias esportivas. E olhe lá, pois o time tá capengando...",1
"Hipocrisia é uma merda ya, aqui falam e defendem certas coisas de forma a parecerem exemplares, na prática fazem completamente o oposto do que falam e defendem aqui, não sei como é que conseguem mas aprecio a capacidade de representação",1
@user ver tiee na chuva não rola kkkkk,0
rt @user chama nos 19 porra ♥️🎉obrigado meu deus 🙏🏾😌 https://t.co/qspz8sqe9s,1
saudades do idiota,1
@user vaza algo hoje de peso. tipo algo sobre a fakeada.,1
@user @user sou boiola por vcs @user,1
"@user tua mãe passa bem? ????? 
corno fdp😂😂😂😂😂😂",1
"o que custa marcar a mensagem pra qual você ta rindo
me poupa ficar perguntando 'qual parte?' aaaaaaaaaaaaaaaaaaaaaaaa porra",0
"É muito estranho pensar que o seungyoun já morou no meu pais sendo jogador de futebol, conheci ele do uniq falando em português, as suas lives só tinham br e agora ele tem muitos fas internacionalmente e finalmente ta tendo o reconhecimento que merece 
https://t.co/HnXdVaTgKo",0
vontade de sumir e mandar todo mundo pra puta que pariu 🤬,1
voltou essa dor maldita 😓,1
kkkkkkkkk eu mesmo me fiz de palhaça,0
"@user Geração chata...Isso é folclore do futebol..Somos Gambás , falam do SHEIk, mas hoje é moda o MI MI MI....tudo pra rachar a nossa torcida. Tudo é brincadeira...Pra geração somente podemos chamar os adversários de “seu bobo”, seu feio!!😔A Nutelização que acabou com o futebol...",1
"existem milhares de pessoas que comem tudo que é errado e não engordam e tem os que engordam

a veia ta entupida do mesmo jeito A QUESTÃO É QUE VOCÊ É UM FILHO DA PUTA GORDOFOBICO",1
"eu tô só adiando pra ir na casa de vovó, a bichinha já nem acredita quando falo que vou lá",1
estou a gostar tanto de estar parte loira que não sei se ficar 100% loira não está mais próximo do que eu estava a contar,0
desisti dessa torcida do fluminense. parece umas crianças mimadas. tomar no cu pra lá,1
"vou jogar lol pra não maratonar full e depois ficar arrependido

mas se eu perder vou ter que cometer esse crime",0
"rt @user presidente mata a cobra e mostra o pau, jornalistas estão pulando miudinho...
tudo ao vivo!! https://t.co/0yzszdod02",0
caralho puta que pariu https://t.co/wtlv9srxjv,1
"@user @user @user @user @user @user @user mas pra ela pode ser tudo, precisa mto",0
cara o áudio da sofia chorando pq queria comer sushi pqp kkkkkkkk,1
bixetes vem logo por favor,1
@user kkkkk ok assumo a responsabilidade te indicando ter muitos lenços apartir do 5 pra frente,0
eu tímida demais vsf,1
@user hahahahahaha invejinha,0
"rt @user onda louca mt doida, igual essa não vii... https://t.co/bfgouotdx5",0
@user faltou o ponto no final pra esse ser um comentário seu,0
mano minha mae parece q faz de propósito eu sempre lembro ela dessa porra de psicologo p mim e ela simplesmente nao marca,1
"uns filhos da puta desses tem e que esquartejar, cortar dedinho por dedinho",1
"rt @user bem.... ainda faltam 2 anos pra acabar, há esperança https://t.co/ka3lee9gz6",0
kkk falo nada só observo,0
@user caralho hein,1
como avisar para todos que não quero sair de casa pq me sinto triste e feia,1
@user que que tem o cu com as calças daniel? kkkkkkkkkkk,1
eu falo brincando e a clara pensa que tô falando sério kkkkkkkkk bichinha,1
"@user simm, isso que ia dizer! o único tipo de asmr que eu ouço e de fato fico relaxada é o barulhinho de chuva, mas os outros eu realmente fico muito agoniada",0
tô ligada no 220 pqp,1
pra que q eu acordo pra essa porra de vida,1
sá pinto expulso: autoridade nacional de aviação civil vai consultar o var,0
rt @user 🤣🤣🤣 se fodel https://t.co/ea1dg6w9rg,1
carai apaguei agora ficou 2.4k e ainda mta coisa q nem presta mas cansei já,1
"escola: a
eu:",0
"@user vtmnc porra, ta doidao? levanta essa cabeca porra",1
rt @user vou postar aqui pq na última foto do instagram eu tô com a mesma blusa https://t.co/yhzb6zrl7l,0
@user vai chupar um canavial de rolas!,1
"ae caralho, to arrepiado",1
@user não te culpo por pensar assim vc é esquedista,1
"E então com #20weeks o palpite de alguns se concretizou,  descobrimos o sexo &lt;o/ 

Estamos aguardando um *menino* 💙🙏🎯

Que Graças à Deus, está ótimo! 

#dad #boy #baby #geracaoZ em Itapevi https://t.co/SPZAsV574x",0
que semelhança é essa q geral vê??,0
rt @user ficou marcado na história🎶⚫️🔴 https://t.co/xxge7qklbt,0
você vai ser pai — kkkkkk vai toma no cu https://t.co/20s7kqg302,1
"eu preciso enaltecer a beleza da minha amiga, pqp https://t.co/3kynm9s4pm",1
"Não tenho paciência pra branco no rap juro mano, acho que me fechei na minha bolha social com conhecidos brancos que assimilam tudo dentro do hip hop de maneira correta e quando me deparo fora desse bolha vejo uns caras falando uns bagulhos que me dá vontade de mutilar meu pênis",1
eu já passei por muita coisa mas acho que a mais aterrorizante foi a faculdade de filosofia,0
@user @user @user @user jkkkkkkkkk tá melhor que aquele mongol que tu postou,1
"4. nossos esforços cotidianos para reduzir o uso de água em casa são importantes, mas são insignificantes comparados à eliminação da carne do cardápio, uma vez que são utilizados entre 10 e 20 mil litros de água para produzir apenas 1kg de carne bovina.",0
"@user pelo que havia entendido, a conta fazia a somatória dos dois (tv paga e tv aberta).",0
o gambenja. como os gambás contrataram o ruimgil sem ter dinheiro pra pagar as marmita s#fsradiobrasil,1
"@user Essa fase passou! Foi no tempo em que o pt estava no poder e apoiava ditaduras sanguinárias:
Angola, Cuba,  Zimbábue, Venezuela,  Congo, Guiné Equatorial e Gabão. Realmente vou uma fase deprimente da nossa história. Porém estamos caminhando para redenção. https://t.co/lZuvqqPGs5",1
em tempo de ódio conservador...amar e mudar as coisas é,0
rt @user limpar o cu com bosta tá aí a moda https://t.co/piipbdoq0q,1
nossa velho 2019 e vcs nessa ainda pqp,1
@user kkkkkkk sua casa também caiu babaca. espera a pf chegar ai.,1
"No próximo sábado, dia 03/08 o jazz e o blues tomarão conta novamente da charmosa Praça Clarimundo Carneiro, com a realização do Fundinho Festival. O evento, apoiado pela Prefeitura, faz parte das comemorações especiais pelo aniversário de 131 anos de Uberlândia.",0
@user te amo lindo,0
"sustenta porra, kkkkkkkk",1
"@user Vá produzir sem e vender o produto da sua produção. Depois você ponha tudo na ponta da caneta, compare com quem produziu com agrotóxico e tire suas conclusões. No mundo há cerca de 7,7 bilhões de pessoas e a terra é pouca e cansada. Então, forme seu juízo e plante pra vc mesma!",0
mais é ruim pra pedir desafio  esse técnico do  azerbaijão,1
"mudaria algo fisicamente em você?? — sim, queria que meu rosto fosse mais fino e ter a barriga chapada https://t.co/qmjknmf3fp",0
"rt @user tempo de bater cabeça com bobeira já passou, hoje em dia eu quero é paz...🙏",0
rt @user já ficaste a olhar para uma mensagem e a pensar “como é que eu respondo a isto?”.,0
"@user @user @user Curioso, pq isso cai como uma luva para a doceira plagiadora que por conta do fracasso ta com medo de lançar o 5° album kkkkk https://t.co/dCXkfRwddx",1
eu com catuaba depois do meu aniversário k,0
"O candidato dos ricos que fez a campanha mais pobre da história e o mais atacado por todos
-O político mais burro, pois anuncia seus principais ministros antes mesmo do fim do primeiro turno, não deixando margens para negociatas no segundo turno",1
@user caralio teu cabelo tá lindo porra,1
@user @user @user tá pegando fogoooo,0
"um ser completamente de luz

o josh é um verdadeiro anjo, eu fico tão orgulhosa de ver o quanto ele supera todos os dia os seus medos, definitivamente ele é uma das minhas maiores inspirações 

o josh também é twenty one pilots, e merece muito mais reconhecimento e amor https://t.co/IWsoztIwUl",0
"@user @user @user @user Nunca precisei disso, a Loh sabe que tua ex que quis ficar cmg, tenho minha consciência tranquila, não preciso ficar aqui no twitter pagando de braba. Tá com problema cmg? Vem até a mim e resolve, ficar no twitter tentando me atingir (com mentira ainda) +",1
Vic fala com os fcs da Lorena pq a gnt quer juntar os fcs da Lorena com os fcs da Giu #MPN #lorenaqueirozig #lorenaqueiroz #giuliabenite #turmadamonicalacos,0
ainda mano !!!,0
@user palhaço noblat,1
putinha dois amantes https://t.co/mbvaul5j0v,1
"@user @user @user os melhores animais do mundo (macaco e cachorro) juntos, não tinha como dar errado",0
"- quero ver quem é que barra o rebolado dessa novinha, quando começa a dançar, todo mundo para pra babar e aprender",0
passa o @user do fake mano — ainda nao kkkkkkkkkk quero ve ate onde isso vai https://t.co/coc0lpjnfn,0
rt @user a arte nova pro show da ludmila tá ficando linda pra porra,1
"@user @user eu ri feito idiota. 
hauahauahauauuauaha
maravilhoso.",1
"enquanto vocês saem hoje irei ficar aqui online reclamando no twitter
vsf",1
"pprt, parem de se preocupar com status, viva a vida, dps que morre fica tudo pra trás",0
rt @user sdds de ir na viva noite e tomar umas torres de cerveja com os amigos que eu gosto,0
@user @user @user @user falei alguma mentira?,0
vivemos em um país em que levamos xingão e somos humilhados por pedir aula do nosso professor,0
@user ilusão é lixo neguin kkkkkkkkk,1
"Deus me dê paciência pra aguentar a impaciência da Marli pqp pra que inventei de ser sócia dessa louca??? Mas vdc, tem que dar https://t.co/IO7HnSbYbS",1
puts essa já não dá mais,1
desligada de tudo que as minhas kpop girls estão fazendo.. podem tomar a carteirinha de blink,0
@user é retardada,1
"@user @user @user e olha isso em julho!!!!

quanto vc acha que sobre em quatro anos???? https://t.co/meixnjkhpy",0
@user kkkkkkkkkkkkkkkkkk te amo caralho,1
"era só aquela maldita gata hoje me passando estresse, pprt",1
rt @user tirando as pregas do cu !!!! https://t.co/3t8iptcyhf,1
vou parar de sair quinta se não uma hora eu vo morre,0
saudades de ouvir alguém xingando outra pessoa putaço de:  seu buceta,1
"Segue minha página de shitpost @user
Mas é de humor negro/shitpost então se tu não gosta sai

Eu divido essa página com a minha melhor amiga segue ela tbm @user :&gt;",1
"sou feio msm, sou gordo msm e pau no cu de quem acha alguma coisa",1
"Nomes dos suspeitos de invadir celular do ministro Sérgio Moro serão divulgados amanhã, ao meio-dia. Os quatro presos (3 homens e 1 mulher) em SP estão sendo levados para Brasília onde prestarão depoimento ainda hoje. Mais aqui: 
https://t.co/eRenJ0FSvi",0
"rt @user olha quem chegouuuuu, nossos queridinhos!!! vem na minha direção 🤩

fem 👧: 10/15
masc 👦: 25/40

#qqmt https://t.co/jivoqeuq…",0
"@user tnc rapa, tô comendo",1
a eunice falando que não aguenta mais macho e que vai virar sapatão jdkdkkd eu amo essa garota,1
@user se fizer bem feito eles entregam até a mãe.,0
"como sempre eu caio nas mãos de gente manipuladora 

vontade de me isolar do caralho 

NGM ME TRATA COMO SER HUMANO, OU TRATA COMO BRINQUEDO OU COMO PRÊMIO DE CONSOLAÇÃO

eu sou mais q isso 

as pessoas te usam e dizem q te ajudaram só pra depois usar isso contra vc",1
francischini: prova obtida por hackers não pode servir para libertar lula https://t.co/0cgi2qtncl,0
mano meu cabelo é uma mistura man,0
"@user @user deve tá colhendo dados fornecidos pela equipe bem preparada do ANTAgonista ou do bruxo/astrólogo.
Não é possível querer ser tão burro assim.
Devolvam nosso Brasil!",1
"@user hahahahahahahahahahaha meu deus olha esse tweet, pqp é muito sua cara",1
bem lá no escurinho p ninguém desconfiar,0
"@user acho a maior idiotice... eu gosto de narração, de ver a discrição dos acontecimentos, das situações, das emoções das personagens, não ficar vendo print de conversa de wpp. que merda de literatura",1
"@user @user kkkkk a diferença é que tu me arrasta pra ir junto, aí tu arruma alguém pra beijar e eu fico do lado de vcs dançando fingindo que tá tudo normal 😂😂😂",0
pqp eu passei a temporada inteira com ódio do khai mas só bastou essa ceninha pra me fazer derreter pelo ship.,1
"@user deixa eu fumar meu narguines, respeitar ok?",0
@user @user @user @user e o queiroz ninguém acha??!!🤔🤔,0
@user kkkkk pior que enjoa mesmo,0
"@user GILMAR MENDES não aceita ser investigado pela Receita.

LEWANDOWSKI mandou prender um crítico no aeroporto.

TOFFOLI inventa inquérito para censurar redes.

ALEXANDRE DE MORAES não quer ninguém investigando o STF.

É A DITADURA DO JUDICIÁRIO!

Vamos aceitar?

#STFVergonhaNacional",0
que ódio disso snrs,0
"@user Precisamos ficar atentos. Os métodos utilizados pela Lava Jato ñ foram nada ortodoxos. Houve claramente um pacto de mediocridade entre as instituições brasileiras. Realmente, é preciso estar atento e JAMAIS esmorecer. Muito obrigada pelo seu trabalho Demori 👊🏼",0
"Conta o @user : ""Dodge solicita que, neste primeiro momento, a decisão de Toffoli fique restrita ao caso de Flávio Bolsonaro"" https://t.co/uLU6mc5Q22",0
@user @user Parece que o cara mora no suvaco do @user e saiu rapidinho só pra manda a galera toma no cu e já vai voltar pra dentro de casa.,1
a gripe me achou pqp,1
"@user @user @user essas pessoas não podem ver uma noticia boa ,eles não apoiam só por ser o bolsonaro pqp gente burra",1
"caralho é mto grande
 a-",1
que mulher incrível que eu arranjei pqp,1
"@user eu quero q o estado e o capitalismo vao tomar no cu irmao
tudo bgl de troxa",1
"decidir qual série vou passar a noite assistindo hj, já que to terminando stranger things",0
@user @user parabéns mano 👍🏼,0
asap rocky ser julgado por agredir um cara que agrediu uma mulher já mostra o mundo que estamos,0
pode fumar a vontade oq mata é o microplastico,0
"Se Neymar não vier e Coutinho ficar:

Griezmann Messi Dembélé
 Coutinho De Jong Arthur
Alba Lenglet Piqué Semedo
              ter Stegen

Lamentavelmente, no entanto, Busquets e Suárez não saem do time titular por nada.",0
ate segui o meu mo babados do matriz p n perder nada,0
@user caralho o frango é de ouro ??? 😱 passada com esse roubo !!!,1
"rt @user o programa não salvo o desenho eu tô muito puto, fiquei o dia inteiro fazendo
agora só tenho isso de novo. https://t.co/pqqp…",1
rt @user tu não és gorda https://t.co/v53xcqolwp,0
passa uns 50 desse em frente do açaí,0
nem conto as vezes que fui assediada em uber,1
rt @user inês é dmss https://t.co/zecrgjbrbg,0
nunca consegui chegar no front numa festa mas acho que a primeira vez to guardando p bolghar,0
"sou ponei, no barro eu me lasco, na lama eu me amasso, eu, eu sou maldito..",1
o bahia tentando me assustar com a pomba foi o ponto alto do meu dia com certeza,0
rt @user obrigado @user por me fazer entender esse tweet https://t.co/kxm3pdwt2s,0
@user @user é isso que os brasileiros de bem querem? https://t.co/bnmloisdxw,0
"Ei... psiu... O que acontece aqui, fica aqui OK? 😈🤭
(Mais uma tirada pelo meu seguidor que trouxe bebida) hahahahahaah Fiz ele de fotografo tbm 😅😂🤪
Obs: Pós Sexo https://t.co/v3xm71KsIL",1
essa internet da oi é um lixo 😤,1
vc n vale nada mas sou apxnd por você snrz — calúnia isso aí https://t.co/kpnn1o2t9w,0
rt @user ah ou vcs são chato pra cacete https://t.co/gfxeywfpxe,1
cólica tá comendo meu cu gostoso,1
"bk, e isso ja aconteceu demais",0
rt @user enfia essa faca nesse fudido minha filha https://t.co/nxxjhjkmtl,1
"cena do crime, a química, dois loucos",0
rt @user agr to na onda do vejo td e falo nada..,0
@user hino pqp minhas borboletinhas 😔😍  https://t.co/dz7gbuww7u,1
eu sabia que a forma ia foder com tudo até meu ano chegar kkkk q ódio,1
"—[👼] Em 2014, Melanie lançou seu primeiro clipe ""Dollhouse"". O video foi gravado com a arrecadação de fundos com a ajuda de fãs que já a acompanhavam. No mesmo ano, ela anunciou que havia assinado com a ""Atlantic Records"", e logo lançou seu primeiro EP. https://t.co/O2RRox1EUh",0
"infelizmente existem pessoas que só estão interessada no que temos pra oferecer e não no que somos, se você para de oferecer o que você tem e passa a oferecer o que você é a pessoa caga pra você, to fora de gente assim.",0
rt @user @user olha quem fala,1
"rt @user — tu é carioca?

— sim 

— então fala ""vai muita gente""

— ahh, vai mó blocão",0
"coisas q notei
1) ele n usa tenis de corrida. burro
2) corre de agasalho, oq é coisa de psicopata. n sente calor n?
3) rude com o avô!!! o velho é mt legal fiquei irritada",1
@user cada foto q tu tuitar aí é um belisimaaaaaa pqp caraljo,1
@user assim é medo de ser deixado considerando que somos feio,0
e essa vontade de ir que não passa!!!! 😖,0
eu queria ter mtmtmmtmtmtmmt dinheiro e estar viajando agora mesmo,0
"@user @user @user @user Pronto. É Política. No Corinthians não né. Vai fechar estrada, vai botar fogo em pneu, vai depredar agência bancária, vai fechar a paulista, virar Viatura de Polícia atos que vocês estão acostumados a fazer. Mas no Corinthians não",0
"a mesma pessoa que compartilhou “seja gentil com os animais” ontem compartilhou que vaca, peixe e frango é comida sim",0
kkkkkkk virei peixeiro nessa porra,1
@user estamos com o senhor!!!  obrigado e continue assim 😎👉👉🇧🇷,0
demora meio ano pra responder ai dps quer que eu responda rápido,0
rt @user então pensando em abrir uma live lá no camera prive pra conhecer mais sobre a plataforma... topam?,0
os meus lowkey são mas acho q mais liberdade ia me fazer confusão KKKKK cm é q vcs chegam a casa dps das 8 da noite qd é q vcs jantam??? https://t.co/swqxR365r4,0
tenho que ler dois volume de dororo hj so pq o viado do meu irmão quer ler hoje a  noite,1
rt @user @user rio grande são!!!,0
só de lembrar que provavelmente não vou abraçar o josh quando ele vir já me dá vontade de chorar,0
"a maioria dos comentários são de homens q nem enfia uma camisinha no pau conseguem, e ainda mandando a mina tomar anticoncepcional q é literalmente uma bomba de hormônios. E o mais engraçado é q quando a mina engravida o primeiro a vazar é o homem",1
só quero chegar em angra logo,0
"Flamengo vendendo pacote pra final da libertadores já, torcedores já se colocando na final....

O CHEIRINHO EM 2019 VEM FORTÍSSIMO MEUS AMIGOS! https://t.co/EdnAbTNm7Q",0
só espero que não venha mais as duas que o rocam disse que ia dar,0
"sem talento, tem racista e homofobia no histórico, only corpo, quem discordar, discorde na sua casa",1
meu deus que inferno de frio de novo vtnc,1
"fode minha buceta 
fode minha xota 
vai @user só na minha xota 🎶",1
@user tu vende celular é faz essa pergunta idiota kkkk,1
rt @user @user saudade ladrão fica com deus pitbull de raça 💔😭,0
"rt @user eu: ""pô tô mal""
a pessoa: ""fica de boa""
eu: https://t.co/gsbcbqsnhi",0
@user @user ahhhhhhhh obg kskskskskskks eu disse q sou horrível com cantadas,0
@user caralho eu todo,1
friaca da porra aaaaaaa,1
"Missão de hoje visita a Farmácia Drogasil Rua Dom Pedro II n0 540. Foi muito bom estar com vocês @user agradecemos o acolhimento e atenção. Deus vos abencoe!
(Fotos autorizadas) https://t.co/c8P8j04mNE",0
"@user rala rolas
abraço hetero é um cara ralando a rola na rola do outro",1
"vc me tira a paz, parece uma droga que eu não me livro mais..",0
"Mal tem 1 semana que o nosso ministro da Educação twittou comemorando agressão contra alunos no seu twitter. 

CARALHO, a gente se acostumou com o horror!",1
"até que a morte nos separe o caralho
a gente vai fazer bodas no inferno amor",1
"Meu nivel de amizade com isis é ela ter meu insta e eu ter o dela, e quando eu penso que não ela manda mensagem “ falano otario ta falando dnv no insta”",1
@user ele ilumina meu mundo inteiro porra https://t.co/btwqlv296e,1
"rt @user °°au larry - sign of the crime°°

193 - luke vai tá lá pra me proteger 

sexta 13/02 https://t.co/ttpkew1y7x",0
"@user @user Sabe oq é bom disso, que a mídia com essas picuinhas, vai fazer o Bolsonaro ganhar todas as eleições e deixar caminho aberto pra quem ele indicar. O povo não cai mais nessas lorotas.",0
enfia essa caixa de som no seu cu e gira caralhoooo,1
puts só queria estar no barão agora,0
carai ficou foda,1
@user quem fica seguindo esse lixo chamado neto deve ser igual ele https://t.co/shlf2wvjux,1
bolado com umas situações mas deus na frente sempre,0
limpeza na manhã deste sabado na feira livre do centro de paulista.,0
mamãe me brigou feio porque eu estou falando mt “porra” 🙄,1
@user tinha que ser homem branco kkkkkkkkkk,1
@user caralho eu tbm fudeu,1
"oiii vi ontem que vcs venderam um capinha do bt21 pra uma menina, vende outros produtos deles tb? tipo as almofad… — Olá! Vendemos tudo! https://t.co/DKuuIJm36A",0
"então vai ser isso, n vou ficar com ngm, vou ficar sozinho até q apareca a pessoa certa pra mim, e de boa se levar anos, temho só 17, porra kkk sou um bb ainda, to https://t.co/NdeXSMdWKa pressa",1
"@user @user fascista é tu. lula tá preso, babaca!",1
entrei em um site que vende roupas da moda asiática que não citarei nomes mas puta que pariu um moletom branco com duas litras coloridas no meio é quase 200 reais kkkkkk o roubo meu deus,1
"@user @user o petista pare com o choro, seu mestre está na cadeia👏👏",0
