text,inappropriate
quem curtir você manda ppp na dm?! — ninguém vai curtir mas ok https://t.co/cauwdwjf3d,0
"@user jornalista investigativo 😂😂😂😂😂😂
sério que parece post se humor",0
"[02/08/2019 13:44:45] rani: foto de rg
 [02/08/2019 13:44:58] Lia: Cpf
 [02/08/2019 13:45:08] rani: cpf nem tem foto
 [02/08/2019 13:45:21] Lia: Nem eu te perguntei se era foto de rg

o jeito que o lia me trata mal é diferente 😍😍",0
"rt @user mãe é foda, sente logo as coisas .",1
"@user @user vai dormir moleque, ser feliz zuando os outros é feio",1
@user @user boa pergunta!,0
@user pior q n usa kkk,0
o povo de the 100 é muito burro vei q odioooooooooo,1
"rt @user passando pelo pior, pra lá na frente receber o melhor!!!!!! 🙌🏿",0
@user @user posso dormir na sua casa nikao?,0
"se você soubesse pelo menos metade do que já passei nessa vida, você iria tomar no cu e não tomar conta da minha vida.",1
to meio angustiado hoje não sei o que ta acontecendo,0
"vou jogar lol pra não maratonar full e depois ficar arrependido

mas se eu perder vou ter que cometer esse crime",0
@user @user deus me livre vai que eu me apaixono né,0
"@user morta, achei q ele ia mostrar o volume da rola kkkk https://t.co/djztfqauls",1
queria ter um crush p dormir junto hj! 😬,0
responda esse tweet com sua foto favorita da gabriela e com as #mpn #melim #ouvidizer,0
rt @user o que se pensa sóbrio diz se bêbado https://t.co/4mdptiaokq,0
"GAROTA VC É PERFEITA ENTENDA, essa au é maravilhosa, eu curti cada segundinho junto dela... parabéns pelo trabalho, você é maravilhosa!",0
@user @user podiam ficar de férias permanente #stfvergonhanacional,1
rt @user não consigo perceber quele pessoal que fica a noite inteira a ver os outros a andar https://t.co/tjc3fhyyyc,0
eu ia saber de que bala tu tava falando frequentadora da yes,0
"ai que saco vou fazer trabalho nenhum, estudar p tirar 10 na prova e tá bom",0
rt @user perdendo pro azerbaijão mano,0
sesi é uma desgraça,1
"@user mano, 10 slides o meu dez 1o",0
seu lugar favorito no mundo? — minha cama https://t.co/hq7utkg58v,0
"caralhoooo, eu preciso disso",1
"@user @user @user ok miga. mas sobre imc, eu ainda acho que seja manipulação de padrões estéticos e não sobre saúde.  eu posso nao ter o peso ideal pra minha altura e ser saudável, logo, imc é balela",0
"""arábia saudita passa a permitir que mulheres viajem sem autorização masculina""  https://t.co/0np2stclkz",0
@user diga-me tudo não esconda-me nada. 🙆🏼‍♀️,0
"@user Provavelmente será isso, vamos lá
Esquadrão filmando em setembro deste ano, chega em 2021, Batman filmando em Janeiro de 2020, chega em 2021, Shazam filmando em Março de 2020, chegaria em 2021 tranquilamente, Adão Negro filmando em Junho de 2020, chegaria em 2022",0
feliz e talssss,0
"@user  mano sem explicação pra pessoa maravilhosa que você é, tenho um carinho muito grande por ti, obgdo por tudo que você fez por mim e pelos seus conselhos que eu nunca seguia também kkkk, mano eu só sei te um coisa, eu te amo pra caralho chata❤",1
@user Só vão reconhecer a importância da Amazônia quando ela for toda destruída e então cessarem as chuvas e tornados começarem a ruir casas e prédios na região sudeste!,0
"lógico que é pikachu e danilo, pergunta besta osh",0
o auge né mores,0
@user o que o senhor tem contra esse branquelo que vos fala?! kkkkk https://t.co/w9mwt6ig58,1
carai o tamanho das garra,1
@user @user @user Um indivíduo que não tem o respeito do próprio filho vai da lição de moral em quem? https://t.co/HF6fwJRTK6,0
"to com umas brabinha pra lançar, mas só de pensar que vai ter varias copia , desanima legal",0
@user a esquerda agoniza no brasil e no mundo !,1
"não foi dessa vez eles cancelaram, nenhum site me deixa fazer compras online eu to triste",0
"""ela me olha e vê um banco...""",0
"STF COM GARRAS AFIADAS ATACANDO A LAVA JATO
""Moraes determinou a suspensão imediata de procedimentos investigatórios instaurados na Receita Federal que atingiram ministros do STF e outras autoridades"" — https://t.co/FJ9Wh1vvGx",1
que noite meus amigos,0
"""sdds"" 🤣🤣🤣",0
@user boa sorte nessa nova caminhada! 👏🏻,0
"@user @user dpa rtt, tem mais piada ahah",0
"@user @user kkkkk a diferença é que tu me arrasta pra ir junto, aí tu arruma alguém pra beijar e eu fico do lado de vcs dançando fingindo que tá tudo normal 😂😂😂",0
"tomei uma cerveja na hora do almoço, tô pensando nela até agora. 🤤🤤🤤",0
@user vai falar que passando o olho rápido n parece o jovem lebron?,0
"@user Ô @user e @user

Dá uma chegadinha aqui pra ver que processinho lucrativo por calúnia e difamação vocês podem iniciar contra a @user e o  @user

 https://t.co/6T9yuWtkS6",0
"Odeio quando os mais velhos falam ""vc é muito nova pra estar cansada"", tá bom Lurdes vc é muito velha pra estar viva mas cá estamos https://t.co/ba496adBsx",1
sextooou e eu nada pra fazer !,0
rt @user ai sou muito gay por ela https://t.co/jokk7amnj9,1
tudo que eu quero precisa nem dizer #mpn #lorenaqueirozig #lorenaqueiroz #giuliabenite #turmadamonicalacos,0
"@user @user amiga tenta que você consegue
juro",0
eu tomo suco verde com a mesma alegria que tomo um milk shake alguma coisa em mim tinha que combinar com meu curso ne,0
"será, que você sabe que tenho segundas intenções? — mas eu nem sei quem é você, imagina sua intenções https://t.co/ashapcsnrj",0
e no final era só uma pirada,0
"Cadê aquele jornalista que disse que a torcida abandonou o Botafogo?

Jogo quarta feira, 21:30, em Belo Horizonte, com o time em desvantagem e o setor estava completamente cheio.

Respeita a torcida do Botafogo, por favor! ⭐️🔥 https://t.co/GJDp7jBzcr",0

😈😈😈😈😈",0
@user @user @user @user ninguém fala assim em são paulo,0
deitado esperando o philipe augusto vir me buscar pra me levar pra paraisopeba https://t.co/pqr6g7dag0,0
"o que falta nas pessoa é respeito, se tu sabe que o local de atendimento fecha 13h NAO DEIXE PRA VIM EM CIMA DA HORA!! as pessoas precisam sair pra almoçar, nem todo mundo ta disponivel o dia todo pra te atender so pq tu nao quis sair cedo de casa",0
Fui almoçar no shopping agora..Olha a senha que saiu pra mim..Como sera que a menina do caixa sabe disso.rsrsrs..Amei e achei engraçado. https://t.co/ptQ82GuYOs,0
eu amo demais a mara na moral kkkkk,0
"rt @user sexta feira galera bebam agua e comam frutas haha e nada de falar com ex em 😹👌

♻12,5k ❤37,3k",0
"rt @user lá fora não existe amor
sincero como o meu amor",0
carregado de bebida e fumo para logo ⛓️😎,0
@user @user @user as suas notícias que são questionáveis,0
"Seguindo a lógica de alguns aí... Esse mural também deve ser considerado feio de doer... 
Não se enganem... Ignorância não é uma benção.",1
@user assim é medo de ser deixado considerando que somos feio,0
"rt @user consideração aqui é conforme for recebida, caso o contrário faço o dobro que fizer comigo!
bom dia a todos.",0
"@user @user @user @user ué, outras nem do mês imagina do ano. 
#boywithluv #army #bts #mpn @user",0
fui levar a summer no pet e tava júlia peixoto na porta do fórum tirando altas fotos ???????,0
"E eu tenho visto muitas oportunidades de Deus para que eu faça esse tipo de coisa. Minha igreja é muito aberta a isso ao nosso “ide”. Ela mesma faz uma assistência a um grupo de mulheres. Enfim, eu tenho muitos planos e estou muito feliz e grata por isso!",0
@user kkkkk ok assumo a responsabilidade te indicando ter muitos lenços apartir do 5 pra frente,0
#PrismaFiscal | A Secretaria de Política Econômica – SPE divulga atualização do Podium de curto prazo. Relatório elenca as cinco instituições com melhores previsões para cada variável fiscal https://t.co/Tqr0pXFhDi https://t.co/Skb8CSpTwq,0
"Quem ler esse tuite pf ajude!
Vamos alcançar um número estrondoso com essa tag.
O STF precisa respeitar o povo!
Se todos nós nos unirmos, vai bombar!
Conto com vc talkey?
#STFVergonhaNacional",0
"quando minha mãe me chama,mas só pra mostrar pra amiga dela que já tô grande

eu: https://t.co/mfrormxs9u",0
"4. nossos esforços cotidianos para reduzir o uso de água em casa são importantes, mas são insignificantes comparados à eliminação da carne do cardápio, uma vez que são utilizados entre 10 e 20 mil litros de água para produzir apenas 1kg de carne bovina.",0
rt @user puta merda incrível https://t.co/bybemdemc7,1
"rt @user por favor cliquem no link abaixo! é muito, muito importante! demasiado importante!:
.
.
.
.
.
.
.
.
.
.
https://t.co/ewjmbr…",0
@user sim!!! pessoal não aguenta ouvir a verdade,0
"tá com cara de tie break esse jogo, que morte",0
"eu to puta num nível. me fale a verdade porra, to nem ai, mas não venha de mentirinha pra cima de mim não, que eu descubro toda vez",1
faltou coragem p dizer q nao,0
"O projeto quer que os meninos se expressem livremente, além de superar os velhos estigmas como ""menino não chora"" ou ""você é um homem ou um saco de batata?"" https://t.co/Pnvi9CgnKF",0
@user claudio!! é muita emoção para um único dia!!,0
não quero ficar em casa hoje,0
"rt @user fada sensata, linda, gostosa e minha https://t.co/rkodvuotyy",0
"@user @user tipo certa organização chamada ""juizes pela democracia"".",0
"@user @user Engraçado que o clube pediu empréstimo pra paga o salário atrasado , agora paga o salário acima de 1 milhão, cadê aqueles jornalistas paulista Perguntando aonde vem o dinheiro pra paga o salário",0
depois de uma certa idade a gente só topa sair de casa se tiver uma lanchonete top e um monte de banquinho,0
"@user achei engraçado o plano de fundo, flando de atriz pornô russa",1
kkk falo nada só observo,0
"@user veja como é grande meu sentimento .....e por amor ergui esse monumento ❤🎵🎶
vasco #vasco121",0
é a presença constante em tentar explicar em forma de palavras aquilo que muitas vezes não somos capazes de se quer se deixar sentir.,0
rt @user como estarão quando lula for solto... https://t.co/xjyujydkbj,0
"@user que trem limpo, com certeza não é no rio de janeiro hahaha",1
"@user @user q lindoooo  
diferente de muitos ai ele é professor amiga rss",0
"rt @user - você me estressa
- oq eu fiz?
- nada",0
@user @user estamos ricos brasil ta trasbordando de dinheiro pra isso,0
"o quanto que eu sou grata por ter a Andressa na minha vida, não tá escrito. sem sombra de dúvidas, é uma inspiração de ser humano pra mim e pra muita gente, tem um coração imenso e só pensa em fazer o bem ❤ meu orgulho por ti não se compara a nada, bem! obg por ser tão incrível",0
"@user @user #nasruascontrastf
#stfvergonhanacional
#foraglobolixo
olha isso ai dragão https://t.co/1ybsoa95gh",1
"@user Esses aí não representam os indígenas, são apenas militantes comprados pela esquerdalha imunda!! Que não tem o menor pudor em cercar e intimidar uma família! Berra e estrebucha você, vagabundo!! A esquerda tá morta!!!!",1
"@user - NITERÓI - SÁB.10.AGO - 16H ÀS 23H

Presença de HENRI SCOTT, ator Meninos Online, Flava Works e Hot Boys.

Informações pelo WHATSAPP: https://t.co/1BZN7evxON

INSTAGRAM: https://t.co/xB7KZo89ZS) https://t.co/OjDTUJxOsb https://t.co/rzM7RDSk5c",0
"eu e evelyn fazendo planos pra hj sem dinheiro, é a melhor coisa kkkkkkkkkkkkkkkklkkkk",0
rt @user q porra é essa cara https://t.co/dkatqwqjjo,1
💚💚💚 ai mano,0
enem olha o que vc fez comigo.....,0
"rt @user queria fazer aqueles lomotif mostrando minha evolução de criança feia pra adolescente gata, mas n dá é ao contrário.",0
"que capa fulera, deveria ter colocado a imagem dela na prancha
o disco eu gostei",0
"sem ânimo p nada, vou lavar a louça e dormir dps acordo só amanhã.",0
rt @user lindo https://t.co/b9cxcfoqct,0
"não gostam quando ligam a palavra gênio ao mal, muito menos ao hitler, esse comentário é mais nazista que a postagem, fato",0
@user @user @user peidão!,1
"86% reprovam a ideia. É mais do que a igualmente enorme parcela dos brasileiros que reprovam a facilitação do acesso a armas. O majoritarismo do governo é retórico, sustenta seu populismo de extrema-direita, mas suas propostas não têm respaldo social. Polarização explica? https://t.co/pMeQJxPU3S",0
"casa sobrado, bairro freguesia do ó https://t.co/jbwf9rtyr8",0
"Odeio meu corpo, o formato do meu rosto e o meu cabelo. Odeio não ter autoestima nunca e me sentir insuficiente para absolutamente qualquer um e qualquer coisa, queria mudar muita coisa e não consigo. https://t.co/aNOvC750XK",0
rt @user acordei e n foi na tua cama  o dia ja começa errado  por ai,0
"mudaria algo fisicamente em você?? — sim, queria que meu rosto fosse mais fino e ter a barriga chapada https://t.co/qmjknmf3fp",0
"for real, há algum tempo que não conhecia alguém com quem gostasse de falar assim tanto",0
amy lee arrecada 800 dólar com 30 shows em turnê com a banda evanescence,0
"meu peito ta doendo, tomara q seja infarto se for amor eu to ferrado, ai vai ser pior o estrago kkkkkkkkk🎶",0
o universo sabe exatamente oq está fazendo,0
"@user oxe, na moral q a epic vai fazer jogar com skin randomica?",0
"@user Esse cara é misógino e certamente sente tesão por outros homens. Conheço vários assim: cristão, casado, pai, sempre que tem oportunidade destila ódio contra mulheres e tem um grande tesão reprimido por homens.

Nem da ibope pra criatura, Patrícia, é mais um medíocre bolsonarista.",1
"@user tiro certo
paulinha na fab",0
rt @user não mudo por ninguém. não gosta de mim? foda-se. 🤷🏽‍♂️,1
@user parece um anão,1
caralho to com o maior bração,1
"tbh ainda não acredito nas centenas ou até milhares de pessoas que estão a querer juntar se para limpar Portugal inteiro. Temos gente de norte a sul do país, litoral, centro, quase à porta de Espanha, puta que pariu somos enormes. espero que isto se realize",1
rt @user 🌟 parabéns ao @user pelo daesang m2 top video no m2 x genie music awards 2019! 🎉 https://t.co/visudlh8d6,0
"@user mas que mulher linda, pqp",1
@user O que vc sugere agora? A arma que temos é o voto ( já eras). Impeachment só se beneficiar o congresso ( já eras). Brasileiro que não está satisfeito não sabe o que fazer. Fomos engolidos até a outra eleição.,0
"quer ter a honra de namorar cmg? preencha a ficha

nome:
idade:
time:
gosta de açaí? 
(  ) sim (  ) não

mande no privado! boa sorte 👍👍",0
"a maria fingia demência em relação a isa tkm e agora respondeu minha amg dizendo que viu a indicação é que estava feliz, dai da like no post sobre isa no mgbr EU TO SURTANDO VEI",0
"@user boa tarde, apesar do supremo... @user seguindo a todos de direita.. 🇧🇷🇧🇷🇧🇷🇧🇷🙏💯🤚👈",0
"rt @user ja viajou pra outros estados? se sim quais?

#mpn #nowunited #uniters #marinaruybarbosa",0
mil coisas p fazer até as 17h e eu vegetando na cama com cólica 🥺😩,0
@user @user não acredito que esse blogueiro escroto está defendendo os ministros do supremo..,1
"@user @user @user #fsradiobrasil a festa que vcs mostraram de fogos ontem não era do Flamengo e sim do Fortaleza

https://t.co/WanKvOP42w

https://t.co/lJdkG4HPHa
https://t.co/ys2hNPQbBt",0
rt @user será que as pessoas precisam mesmo ficar paradas uma do lado na outra na escada?????????????,0
como pode ser tao atoa,0
"@user @user Mas ele não é menos amado! Lu, tu consegue ser um pé no saco com quem não vai com sua cara skskskaksks
Vamos fazer isso com os inimigos",1
@user @user catinga então,1
kkkkkk eee negãoo,1
rt @user nem pra eu mudar um pouquinho pô 🥵 https://t.co/jyvqj9xzis,0
rt @user não sei se agradeço ou não por terem colocado esse minhyuk de volta na minha timeline 🥺 tão lindo que machuca https://t.co/…,0
"@user são louco por algo que prove, sendo que aquilo é igual a nada",0
"falam que eu sou louco por você kkkkkkk até parece
sou mais que isso",0
@user ainda nao... só um pouquinho de paciência pq ainda to aprendendo a administrar as coisas,0
@user Neste momento histórico de poder comprar ativos do nosso país pela metade do preço torna-se urgente regras claras para que o desenvolvimento e economia estejam nos parâmetros da sustentabilidade.,0
"@user @user moleque totalmente dependente do tony stark, todo mundo sabe que ele é o homem aranha, chato pra crlh... quer mais?",1
"todo mundo que não me der parabens eu vou tirar dos melhores amigos 

paz",0
rt @user #stfvergonhanacional é simples. https://t.co/rzmwvk5ip4,0
@user tá gelando aí neh kkk,0
@user essa foto eu to mortaaa,0
obrigado por ser parte da minha vida te amo mt mesmo ❤,0
rt @user @user @user evans tá com nada,0
"Ainn,a pauta da manifestação do dia tal é autoritária,fechar o stf?invadir o congresso,disseram alguns!mas quem de juízo confia nessa corte?que feche logo essa bodega!
#STFVergonhaNacional https://t.co/GA8MJB5cEe",0
só não olha tudo rs 😴🤤🤫🔞 https://t.co/pku90ybzyn,0
@user ficou livre ...parabens,0
"@user Wtfs kkaskk Parente da Norf porque amigao, é so porque meu filho é um psicopata que quando sente cheiro de sangue fica tao agrecivo que mata e destroi tudo no caminho so pra beber o sangue e sugar a vitalidade da vitima?",1
não queira imaginar a minha surpresa 🤪,0
@user o estadão é o jornal mais fake do brasil. https://t.co/4fpcsqj1bj,1
eu queria ter mtmtmmtmtmtmmt dinheiro e estar viajando agora mesmo,0
@user n adianta vim no wpp pedir desculpas não,0
eu passo e nem olho pro lado pq eu não sou obrigada a olha múmia,1
só de lembrar que provavelmente não vou abraçar o josh quando ele vir já me dá vontade de chorar,0
"Gleisi Hoffmann, diz que o PT pretende lançar um ""plano de emergência"" pra tirar o país da crise. 

Eu conto ou vocês contam ? kkkkkkkkkkkkkkkkkkkkkkkkk",0
@user @user é isso que os brasileiros de bem querem? https://t.co/bnmloisdxw,0
uma rainha dessa  #mpn #luansantana #luanetes #luansantanashow,0
vou tomar um banhinho e vou ir ali na rua comprar minhas coisas,0
@user o desespero é total ... https://t.co/fgbkx9un2b,0
rt @user ficou marcado na história🎶⚫️🔴 https://t.co/xxge7qklbt,0
"@user ele não precisa nem fazer isso nicholas. É só cortar anuncio e divulgação de discurso que não gera mais dinheiro, rs. 
vc mata por dentro e com sua própria plataforma - ou o discurso serve ao poder de gerar mais lucro, ou tchau. 

welcome to.. mercado :}",0
"quanto mais velhos ficamos menos amigos temos
real",0
"parece que a galera anda num efeito got em tht, too fast",0
"rt @user o que a mulher pensa quando tô com meu melhor amigo: deve tá rodeado de mulher

o que realmente acontece🤣: https://t.co…",1
@user deve ter perdido essas aulas,0
eu vejo gente fazer e acabo fazendo também. será que é errado fazer piada com esquizofrenia?,1
rt @user não é possivel q vcs não saibam quebrar um ovo e precisa disso tudo https://t.co/hawd1qz3x0,0
rt @user chama nos 19 porra ♥️🎉obrigado meu deus 🙏🏾😌 https://t.co/qspz8sqe9s,1
@user alguma delas sabe que vc chamou uma advogada (igual a elas) de puta?,1
silêncio o namjoon sendo um gostoso do caralho ta passando na tml https://t.co/jlm50vubwy,1
"@user povinho sem noção 
imprensao sem noção 
chora qus passa!",1
@user Mas o aquecimento global não é consenso nem mesmo entre cientistas. O argumento do cara foi idiota... agora vc cravar que realmente existe é chamar de burro pessoas que estudam e negam essa mudança.,1
eu acho feio e bonito ao msm tempo kkkkkk,0
@user comparação mais ridícula ahahah,1
"nosso caribe, prais lindas, pontal do atalaia= tudo pra mim 
pfvr preservem arraial do cabo e toda costa carioca please https://t.co/Som7GTswB1",0
"porra hj eu n botei o pé na rua 
tédio é o nome",1
@user manda tomar no cu 🤩,1
"mano, agr que descobri tudo, beaulo tem uma puta história de vida além de ser o mlr jogador de R6 q existe
Beaulo foi pro player. Levou um ban,  foi criticado por streamers e até a empresa do jogo que lhe baniu e disse que ele não iria mais jogar o jogo",1
"minha mãe do nada virou pra mim e falou ''estou namorando'', por um momento achei q era brincadeira, mas nn é pqp",1
agora tenho fama de comedor de traveco por causa do filipe trielli,1
@user gato pra caralho,1
"Mas também representam riscos como uma recuperação mais complicada para a mãe e problemas nos partos seguintes (gravidez ectópica, desenvolvimento anormal da placenta, entre outros). https://t.co/uH7dhn046l",0
rt @user ah ou vcs são chato pra cacete https://t.co/gfxeywfpxe,1
"mas nem me diga q essa responsa eh minha
eu comi aquela vaca usando 2 camisinha",1
"chocada que a any gabrielly tem 16 anos, vtnc eu sou uma batata",1
"Sou maluco do caralho mrm quem tlgdo na nossa sabe que nos vive pra marola mrm varios mandadão de olho no que é  nosso , por isso tenho medo de nada não filho , marolo sinistro com a cara de quem for contra nós mrm 🙅🏽‍♂️
TRABALHO PRA MIM MRM 🤑🤑🤑",1
"com 26 anos tomando no cu pra aprender coisas que minha mãe me diz desde sempre mas eu nunca ligo, por exemplo não abrir as coisas com faca pra não dar merda. ontem abri um rombo na mão, 1/3 da faquinha de serra entrou na mão e eu assim https://t.co/GFTb18rgdk",1
@user n deu  kkkkkk frio p caralho,1
acordei tao feia hj que eu to com vergonha das pessoas me verem,1
rt @user puta merda já começa assim??? https://t.co/fkk9jipwuo,1
"rt @user @user faz massagem no cara, você pode fazer isso por ele kkkk eu que estou meio fudido 🤦💔😂",1
@user tudo lixo,1
rt @user porra é essa eu já tinha socado essa faca no cu desse maluco doente do caralho https://t.co/q6cactory3,1
Os cara apreenderam o carro do coitado do marceneiro pq ele tava com as ferramentas dele lá dentro e tava SEM AS NOTA FISCAL. quem q sai com nota fiscal de tudo no bolso?,0
racista tem mais é que se fuder mesmo,1
rt @user tem gente tão baixa que desenterra assuntos muito velhos pra foder contigo,1
Se tivesse transando com um cr e ele colocasse uma música e pedisse pa tu dançar pra ele. Tu parava de fuder ou f… — Vai caçar um serviço https://t.co/8qKwDXdacg,1
@user tenho algo um pouco parecido quando eu pinto minhas unhas. o choque deles eh muito engraçado,0
"Dani cuidava dos calouros, puxou vários papos comigo, mas achei que ela só tava sendo simpática rs

no dia da matrícula, ela me veio com essa plaquinha e só achei engraçadinho, sem entender a indireta rs

ainda bem que ela insistiu na lerdeza e tamos juntas há 4.4 bem sapatonas https://t.co/gPZgUL7PT2",1
rt @user mano a mina fuma maconha o dia inteiro pqp,1
sou inútil nem isso consigo fazer,1
rt @user nasceu piranha e vai morrer piranha,1
"@user carai cara, cê tá me amando muito",1
friozinho bom p fuder f1,1
rt @user vai tomar no cu tô surtando com esse jogo,1
"@user Eu tô muito famosa puts KKKKKKKKKKKK eu tô no meio da feira com minha mãe e dei uma risada, ela tá até agora sem entender a bichinha",0
"mãe: o certo é o errado
eu: então fazer o errado é o certo
mãe: vai dá o cu guri",1
"@user justiça somente c lula livre??
seu cu ....seu arrombado",1
@user @user porra!!!!!! porquê?????,1
anão lindão 🤤,1
@user tudo bem flor,0
"bateu apanha, quer pagar de fodona então aguenta as consequências.",1
@user aí o fdp teu meme desgraçado,1
"@user de emoção: liberta
de role: paulista contra o santo andré",0
porra de passe mano,1
"viado, tá muito chatinha eoem",1
"@user caralho, essa professora só me fode",1
"@user Kgkggkhhkk pqp, me encontro grata pelo seu agradável comentário, e pela sua ótima colocação na frase “senhorita de Deus” amém",1
rt @user @user ta me chamando de feia?,0
rt @user puta q pariu q q eu vo fala do role de ontem per fei to,1
"@user é cada doido, pqp. o brasileiro medio ta cada vez mais retardado",1
"@user hahahahahahahahahahaha meu deus olha esse tweet, pqp é muito sua cara",1
caro mas porra picolé mais gostoso,1
@user pede a minha fdp.,1
caralho buceta porra eu preciso ver isso,1
ret djonga e dela junto é só fado pqp,1
"eu sou feia mas tem dias que a minha feiura supera 
scr",1
manhã chuvosa paulista e the cure closedown me despeço em sucesso att nada mais a declarar,0
@user vtnc eduarda,1
@user @user @user limeira puta roça,1
"@user tu vai me fazer sair de casa nesse frio p ir te ver, trate de ganhar essa porra pelo menos",1
"ahhh cara, eu nunca consigo fazer nada direito. pqp",1
como eu fui me apaixonar p alguem tao filha da puta,1
aposto que é coisa de carioca ou de paulista pq porra só a gente pra fazer essas merdas,1
nunca mais quero namorar vsf eu perco o interesse em todo mundo,1
@user o pau mandado da namorada/duas voz,1
"povo da meu número p outros e nem me pergunta se pode, fico puta 🤬",1
enfia a consideração no cu ana paula que saco,1
@user kkkkkkkkkkkkkklkkk pqp,1
porra mano a léia é mt ruimmmm,1
bora porra faltam 2 pontos crlh,1
vou lavantar da cama nem cá porra hoje 🥶,1
rt @user quero foder,1
rt @user pago pra ver. #forarodrigomaia https://t.co/re5mgllybp,0
"focar na minha faculdade, estudar pra um caralho pra mostrar para o que eu vim.",1
hoje ela pode se achar muito simm!,0
@user carai spfc sem limites mlk,1
"ainda bem que eu não fui hoje pqp imagina ficar menstruada lá encima da serra, nossa e toda aquela água e eu n uso interno e nem ia tá preparada",1
"@user eu quero q o estado e o capitalismo vao tomar no cu irmao
tudo bgl de troxa",1
"Diariamente eu tenho q fazer um puta esforço pra ir pra etec 
E lá eu tenho q ficar aguentando cara feia de quem ouviu o lado da história do mano que fica se fazendo de coitado",1
rt @user tirando as pregas do cu !!!! https://t.co/3t8iptcyhf,1
"Porra...se eu tiver que fazer esse processo todo para quebrar um ovo vou morrer de fome, custa quebrar o ovo devagar com uma colherzinha??? https://t.co/OO3l96lUeV",1
puts essa já não dá mais,1
@user po feio eh ficar reparando nos outros sendo q n eh exemplo 🤭,0
"QUERIDO DIÁRIO... comecei a ler polemic agora e estou com raiva do pai do Jungkook, ele é chato pra caraLHO, velhote nojento, homofóbico... devo mudar esse sentimento ruim ou ele vai mudar?

#RebulicoQuente
https://t.co/TEe8OGou9R",1
caralho ta mo frio,1
mano como é que eu vou sair de short nesse frio hoje.... puta que paiu,1
@user @user faz sentido pra caralho essa porra,1
"thiago querendo dormir e eu fazendo vrs perguntas, ta puto cmg ja 😂😂😂",1
fazendo miojo pro almoço pq ne sem condições nenhuma ficar em pe por uma hr fazendo comida so pra mim com essa dor da porra,1
caralho que anjo,1
@user @user @user Puta que pariu o the gift não é a mesma soundtrack original do filme qual a dificuldade de entender que só tem artista africanos que a América não consome????,1
feio é favor fds,1
ava had a immense piranha,0
o auge foi eu chorando no final da festa pq tinha duas sapatao na minha frente se beijando e zoando uma com a outra nao pude evitar só sentir,1
to chorando pq to muito feia,0
"aí acho que o lance do gato vai rolar, puta que pariu",1
"to tão fodido esse semestre, vou ter tanta matéria ruim que parece que elaboraram a grande em chernobyl",1
maloma é meu cu,1
véi n existe um defeito nessa porra,1
esse cara é muito sem noção pqp,1
@user @user kkkkkkkkkkkkk pqp!,1
qualquer coisa eu tô chorando hj pqp,1
puta merda tinha esquecido como la casa de papel é bom,1
rt @user esta ilha é a cena mais tóxica de sempre pqp,1
"e ligam pra avisar que vao passar aqui a tarde, entao me avisa a tarde porra",1
"se vcs seguirem o @user até  ele chegar a mil seguidores...

eu darei o cu.",1
a mas curitiba tá um frio do carai,1
"@user ela chegou 4 horas da manhã, com outro gato e como se nada tivesse acontecido essa cara de pau kkk",0
"@user gerem uma gru e paguem pro governo então, seus filhos da puta. já que gostam de pagar impostos, fica a dica.",1
@user pqp...nada mudou.,1
"Escolhendo uma personalidade para amanhã:
a) adulta, séria e responsável;
b) sunshine kitty, bem influenciada pelo sol em leão;
c) empoderada e bonita pra caralho;
d) cult, do contra, refinada;
e) séria, Kitty, empoderada e cult.",1
tomo no cu kkkkkkkkkk bem feito,1
"@user @user já imagino até qm seja, é mtt fdp pqp",1
@user caralho eu tbm fudeu,1
@user mano eu to com o cllr na caxinha de som e abri esse video na mo inocencia pqp kkkkksksksksksksks,1
kkkkkkkeu amo essa história pqp ainda bem que vendi minha alma pra entrar no cefet,1
o chico buarque mais novo nosss senhora eu dava um trato nesse homem pqp,1
fica sem internet e muito ruim pqp ...,1
mano vai se fuder  n faz isso comigo serio 💔💔💔💔,1
@user ver tiee na chuva não rola kkkkk,0
"pras pessoas que nunca experimentaram comida japonesa:

não experimentem 
é sério
sa porra é viciante e cara pra caralho",1
parece que sim hmkk,0
"@user rala rolas
abraço hetero é um cara ralando a rola na rola do outro",1
"@user é miltão, infelizmente essa emissora onde vc trabalha, está cheia deles,inclusive o patrão.essa band virou um lixo.",1
porra faz um ace e depois caga no pau tomar no cuuuuu,1
"@user essa da gol aaaaaaa
porra, tem uma do o boticário quê é sobre adoção.... as lágrimas rolam",1
que ódio disso snrs,0
caralho q recepção péssima pelo amor de deus,1
@user @user anão mané kkkkkkkkkkkkkkkkkkkk,1
"GÁS DA BOLÍVIA TERIA QUE SER DE GRAÇA PARA O BRASIL ATÉ PAGAR A DÍVIDA QUE DEVE PARA PETROBRAS QUE O FDP DO LULDRÃO DEU AO ÍNDIO.
Bolívia afirma que contrato fixa ""penalidades"" se Brasil comprar menos gás https://t.co/lyRlZ6M5JF",1
@user @user @user @user kkkķkkklkkkll morro com honra no pau de arara mas não peito pra fascista filho da puta igual q vc,1
rt @user lembro me de foder o computador ao jogar gta 😂 https://t.co/a8k7ctoe3h,1
"tirei caso da chifruda assumida! https://t.co/pmlriqvpqa 

o berro que eu deiiiiii!!!!!!!! 

socorro viado",1
QUATRO PAÍSES EUROPEUS JÁ QUEREM INVESTIR NO NORDESTE: João Azevedo se reúne com governadores da região e com embaixador francês nesta segunda-feira - Polêmica Paraíba https://t.co/pC0vPgp0bM,0
